enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr10,75463323,75491111,K562_TE_3014,chr10,75483338,75509158,K562_MPT_1718,ENSG00000271816.1,RP11-574K11.28,lncRNA,19,4.58e-07,K562,RIC-seq
chr6,27446057,27619385,K562_SE_583,chr6,27435460,27445897,K562_MPT_10906,ENSG00000096654.11,ZNF184,protein_coding,19,4.67e-07,K562,RIC-seq
chr4,79684477,79738669,K562_TE_16199,chr8,126958394,126968493,K562_MPT_12613,ENSG00000245164.2,LINC00861,lncRNA,21,5.61e-07,K562,KARR-seq
chr6,137037362,137108659,K562_SE_617,chr3,5015801,5026646,K562_MPT_8863,ENSG00000235831.2,BHLHE40-AS1,lncRNA,19,7.54e-07,K562,KARR-seq
chr11,46442681,46473142,K562_TE_3902,chr6,34387998,34398902,K562_MPT_11019,ENSG00000270800.1,RPS10-NUDT3,protein_coding,19,7.61e-07,K562,KARR-seq
chr2,48097600,48100637,K562_TE_11426,chr2,190440613,190453484,K562_MPT_7777,ENSG00000138449.6,SLC40A1,protein_coding,19,8.14e-07,K562,KARR-seq
chr1,51307758,51319292,K562_TE_751,chr1,156552747,156576282,K562_MPT_976,ENSG00000163382.7,APOA1BP,protein_coding,19,8.14e-07,K562,KARR-seq
chr9,132874093,132913703,K562_TE_22537,chr19,19508412,19521603,K562_MPT_6545,ENSG00000167491.13,GATAD2A,protein_coding,19,8.14e-07,K562,KARR-seq
chr16,89381699,89456073,K562_TE_8652,chr19,30428158,30438425,K562_MPT_6593,ENSG00000105176.13,URI1,protein_coding,2,9.38e-07,K562,KARR-seq
chr1,28897644,28917048,K562_TE_432,chr14,75889393,75903837,K562_MPT_3948,ENSG00000140044.8,JDP2,protein_coding,2,9.38e-07,K562,KARR-seq
chr17,59251635,59253437,K562_TE_9409,chr8,101157812,101176096,K562_MPT_12535,ENSG00000200344.1,Y_RNA,misc_RNA,18,9.52e-07,K562,RIC-seq
chr2,15711735,15725448,K562_TE_11092,chr2,15726302,15736770,K562_MPT_7117,ENSG00000079785.10,DDX1,protein_coding,18,9.52e-07,K562,RIC-seq
chr4,3046976,3049770,K562_TE_15768,chr7,99797896,99826566,K562_MPT_11913,ENSG00000222482.1,AC005071.1,miRNA,18,9.52e-07,K562,RIC-seq
chr3,10212717,10241542,K562_TE_14332,chr16,183334,193669,K562_MPT_4596,ENSG00000103148.11,NPRL3,protein_coding,18,9.52e-07,K562,RIC-seq
chr3,69737032,69748485,K562_TE_14830,chr12,57903933,57948827,K562_MPT_3069,ENSG00000175203.11,DCTN2,protein_coding,18,9.54e-07,K562,RIC-seq
chr1,51997530,52049537,K562_TE_763,chr2,37379175,37389208,K562_MPT_7211,ENSG00000055332.12,EIF2AK2,protein_coding,18,9.99e-07,K562,RIC-seq
chr11,77962511,78043618,K562_SE_186,chr20,30097231,30107324,K562_MPT_8108,ENSG00000101294.12,HM13,protein_coding,18,1.02e-06,K562,RIC-seq
chrX,151149702,151158603,K562_TE_23340,chrX,151138143,151148151,K562_MPT_13682,ENSG00000102287.12,GABRE,protein_coding,18,1.04e-06,K562,RIC-seq
chr14,81764795,81773174,K562_TE_6792,chr3,186495994,186514639,K562_MPT_9544,ENSG00000156976.10,EIF4A2,protein_coding,18,1.25e-06,K562,KARR-seq
chr22,21845384,21889457,K562_SE_437,chr22,21766693,21779925,K562_MPT_8584,ENSG00000169635.5,HIC2,protein_coding,18,1.25e-06,K562,KARR-seq
chr15,80386162,80397988,K562_TE_7625,chr22,20094398,20124471,K562_MPT_8555,ENSG00000099904.11,ZDHHC8,protein_coding,18,1.38e-06,K562,KARR-seq
chr3,60228803,60294909,K562_SE_470,chr13,27820446,27834538,K562_MPT_3465,ENSG00000200235.1,SNORA27,snoRNA,18,1.38e-06,K562,KARR-seq
chr9,95248655,95268384,K562_TE_22135,chr6,37132979,37142979,K562_MPT_11054,ENSG00000137193.9,PIM1,protein_coding,18,1.38e-06,K562,KARR-seq
chr3,42042833,42103721,K562_TE_14587,chr11,71634449,71645128,K562_MPT_2421,ENSG00000137522.13,RNF121,protein_coding,18,1.38e-06,K562,KARR-seq
chr6,147171445,147272129,K562_SE_624,chr15,78825023,78841987,K562_MPT_4454,ENSG00000268838.1,AC027228.1,protein_coding,18,1.38e-06,K562,KARR-seq
chr8,96074459,96130471,K562_SE_691,chr21,46288606,46298752,K562_MPT_8498,ENSG00000183255.7,PTTG1IP,protein_coding,18,1.38e-06,K562,KARR-seq
chr8,21765506,21829522,K562_SE_680,chr11,742329,752428,K562_MPT_1975,ENSG00000177156.6,TALDO1,protein_coding,18,1.38e-06,K562,KARR-seq
chr19,18580941,18626337,K562_TE_10500,chr7,1057662,1073661,K562_MPT_11498,ENSG00000146540.10,C7orf50,protein_coding,18,1.38e-06,K562,KARR-seq
chr17,74551794,74583449,K562_SE_318,chr19,50426959,50441321,K562_MPT_6907,ENSG00000169136.4,ATF5,protein_coding,18,1.65e-06,K562,KARR-seq
chr2,198773865,198819349,K562_SE_391,chr17,25616022,25626372,K562_MPT_5367,ENSG00000263583.1,MIR4522,miRNA,18,1.65e-06,K562,KARR-seq
chr10,11916377,11968192,K562_SE_121,chr9,33812565,33823793,K562_MPT_12779,ENSG00000235481.2,RP11-133O22.6,lncRNA,18,1.65e-06,K562,KARR-seq
chr12,116553715,116655574,K562_TE_5637,chr10,6617201,6633186,K562_MPT_1468,ENSG00000065675.10,PRKCQ,protein_coding,18,1.67e-06,K562,KARR-seq
chr1,65349691,65427295,K562_TE_899,chr2,145270115,145283621,K562_MPT_7656,ENSG00000238057.4,ZEB2-AS1,lncRNA,18,1.76e-06,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,35729176,35740181,K562_MPT_11657,ENSG00000271122.1,RP11-379H18.1,lncRNA,21,2.28e-06,K562,KARR-seq
chr9,90079831,90227726,K562_TE_22090,chr9,101547885,101564247,K562_MPT_12989,ENSG00000165138.12,ANKS6,protein_coding,2,2.46e-06,K562,KARR-seq
chr10,121376257,121377602,K562_TE_3412,chr10,121405882,121421122,K562_MPT_1914,ENSG00000151929.5,BAG3,protein_coding,17,3.13e-06,K562,RIC-seq
chr17,31110747,31179005,K562_TE_9008,chr11,32909724,32919724,K562_MPT_2135,ENSG00000060749.10,QSER1,protein_coding,17,3.13e-06,K562,RIC-seq
chr5,141721761,141780423,K562_TE_17672,chr5,141698747,141709863,K562_MPT_10572,ENSG00000231185.2,AC005592.2,lncRNA,17,3.13e-06,K562,RIC-seq
chr15,28833961,28837697,K562_TE_7042,chr15,20705715,20716433,K562_MPT_4097,ENSG00000180229.8,HERC2P3,pseudogene,17,3.13e-06,K562,RIC-seq
chr9,67282032,67302685,K562_TE_21972,chr6,151353110,151366107,K562_MPT_11427,ENSG00000221469.1,AL133260.1,miRNA,17,3.13e-06,K562,RIC-seq
chr6,43837350,44064227,K562_SE_602,chr12,53830389,53853644,K562_MPT_3002,ENSG00000205352.6,PRR13,protein_coding,17,3.13e-06,K562,RIC-seq
chr1,150576644,150613992,K562_SE_71,chr9,140435200,140450651,K562_MPT_13253,ENSG00000130653.11,PNPLA7,protein_coding,17,3.13e-06,K562,RIC-seq
chr1,661816,664568,K562_TE_12,chr1,128566,145339,K562_MPT_5,ENSG00000237683.5,AL627309.1,protein_coding,17,3.13e-06,K562,RIC-seq
chr11,642576,642981,K562_TE_3513,chr12,52289349,52314232,K562_MPT_2978,ENSG00000139567.8,ACVRL1,protein_coding,17,3.13e-06,K562,RIC-seq
chr19,197602,201334,K562_TE_10171,chr1,128566,145339,K562_MPT_5,ENSG00000237683.5,AL627309.1,protein_coding,17,3.4e-06,K562,RIC-seq
chr2,168701147,168710637,K562_TE_12247,chr1,161714560,161724560,K562_MPT_1033,ENSG00000081721.7,DUSP12,protein_coding,17,4.45e-06,K562,KARR-seq
chr19,12751229,12763321,K562_TE_10396,chr9,138359095,138381238,K562_MPT_13214,ENSG00000225361.3,PPP1R26-AS1,lncRNA,17,4.45e-06,K562,KARR-seq
chr1,224003589,224028500,K562_TE_2175,chr9,100390857,100403333,K562_MPT_12977,ENSG00000136925.10,TSTD2,protein_coding,17,4.45e-06,K562,KARR-seq
chr3,11674634,11679818,K562_TE_14352,chr19,45676485,45687927,K562_MPT_6808,ENSG00000007255.6,TRAPPC6A,protein_coding,17,4.45e-06,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr19,56141382,56171431,K562_MPT_7018,ENSG00000171425.5,ZNF581,protein_coding,20,4.54e-06,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr8,126958394,126968493,K562_MPT_12613,ENSG00000245164.2,LINC00861,lncRNA,59,4.68e-06,K562,KARR-seq
chr17,44155283,44237935,K562_SE_309,chr20,54928971,54939165,K562_MPT_8300,ENSG00000124098.9,FAM210B,protein_coding,17,4.88e-06,K562,KARR-seq
chr2,109208963,109258586,K562_SE_377,chr17,79812091,79834282,K562_MPT_5915,ENSG00000185624.10,P4HB,protein_coding,17,4.89e-06,K562,KARR-seq
chr12,120668525,120697720,K562_TE_5679,chr12,64840660,64851255,K562_MPT_3088,ENSG00000183735.5,TBK1,protein_coding,16,5.03e-06,K562,RIC-seq
chr12,116930411,116990727,K562_TE_5642,chr12,116992186,117002186,K562_MPT_3293,ENSG00000171471.5,MAP1LC3B2,protein_coding,16,5.03e-06,K562,RIC-seq
chr7,44994417,45033267,K562_SE_649,chr7,45034784,45044787,K562_MPT_11712,ENSG00000136280.11,CCM2,protein_coding,16,5.03e-06,K562,RIC-seq
chr14,103033959,103052563,K562_TE_6937,chr14,103044514,103064233,K562_MPT_4054,ENSG00000239224.2,RN7SL546P,misc_RNA,16,5.03e-06,K562,RIC-seq
chr1,15742241,15803217,K562_TE_208,chr1,112292927,112308019,K562_MPT_742,ENSG00000197852.8,FAM212B,protein_coding,16,5.03e-06,K562,RIC-seq
chr10,25247158,25252251,K562_TE_2656,chr10,25236513,25247170,K562_MPT_1528,ENSG00000099256.14,PRTFDC1,protein_coding,16,5.07e-06,K562,RIC-seq
chrX,152673277,152677949,K562_TE_23371,chrX,152678780,152688780,K562_MPT_13697,ENSG00000189420.7,ZFP92,protein_coding,16,5.07e-06,K562,RIC-seq
chr17,75158896,75161687,K562_TE_9612,chr5,16460901,16470901,K562_MPT_10184,ENSG00000173545.4,ZNF622,protein_coding,16,5.07e-06,K562,RIC-seq
chr16,85210066,85383708,K562_SE_282,chr20,32245090,32267323,K562_MPT_8133,ENSG00000271803.1,RP1-63M2.5,lncRNA,17,5.32e-06,K562,KARR-seq
chr6,3021307,3063968,K562_SE_556,chr1,26851258,26862819,K562_MPT_263,ENSG00000117676.9,RPS6KA1,protein_coding,16,5.7e-06,K562,RIC-seq
chr11,65235059,65278329,K562_SE_179,chr6,119665901,119675926,K562_MPT_11317,ENSG00000111885.5,MAN1A1,protein_coding,29,5.89e-06,K562,KARR-seq
chr7,22686756,22758622,K562_SE_644,chr14,50039512,50071712,K562_MPT_3792,ENSG00000200344.1,Y_RNA,misc_RNA,2,6.16e-06,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr1,144984309,145000082,K562_MPT_812,ENSG00000268172.1,AL590452.1,protein_coding,21,7.47e-06,K562,KARR-seq
chr10,81504479,81508005,K562_TE_3071,chr22,19945070,19956276,K562_MPT_8551,ENSG00000093010.7,COMT,protein_coding,16,7.47e-06,K562,KARR-seq
chr6,155589358,155595485,K562_TE_19221,chr5,180660195,180695635,K562_MPT_10749,ENSG00000233937.2,CTC-338M12.4,lncRNA,16,7.47e-06,K562,KARR-seq
chr7,127422022,127463787,K562_TE_20416,chr2,88986162,88996162,K562_MPT_7456,ENSG00000153574.8,RPIA,protein_coding,16,7.47e-06,K562,KARR-seq
chr9,139619943,139624993,K562_TE_22624,chr17,73447545,73460788,K562_MPT_5823,ENSG00000177728.10,KIAA0195,protein_coding,16,7.47e-06,K562,KARR-seq
chr22,20810345,20834367,K562_TE_13809,chr1,179841934,179857024,K562_MPT_1119,ENSG00000169905.8,TOR1AIP2,protein_coding,16,7.47e-06,K562,KARR-seq
chr5,175596818,175653145,K562_TE_17905,chr19,2734473,2745150,K562_MPT_6228,ENSG00000141873.6,SLC39A3,protein_coding,16,7.47e-06,K562,KARR-seq
chr6,108543576,108562757,K562_TE_18845,chr17,79843666,79905288,K562_MPT_5916,ENSG00000183979.7,NPB,protein_coding,16,7.47e-06,K562,KARR-seq
chr1,54676619,54697327,K562_TE_817,chr5,150395124,150411527,K562_MPT_10607,ENSG00000211445.7,GPX3,protein_coding,16,7.47e-06,K562,KARR-seq
chr4,40665,63940,K562_TE_15724,chr9,101012862,101022915,K562_MPT_12988,ENSG00000095383.15,TBC1D2,protein_coding,16,7.47e-06,K562,KARR-seq
chr3,138392645,138415675,K562_TE_15211,chr22,20872930,20883562,K562_MPT_8567,ENSG00000099917.13,MED15,protein_coding,16,7.47e-06,K562,KARR-seq
chr15,67006252,67016965,K562_TE_7452,chr17,2609492,2620957,K562_MPT_5198,ENSG00000132361.12,CLUH,protein_coding,16,7.47e-06,K562,KARR-seq
chr22,21276422,21308592,K562_TE_13818,chr19,54363017,54391913,K562_MPT_6985,ENSG00000126583.6,PRKCG,protein_coding,16,7.47e-06,K562,KARR-seq
chr10,49662314,49726855,K562_SE_133,chr2,113294492,113305042,K562_MPT_7561,ENSG00000125630.11,POLR1B,protein_coding,16,7.47e-06,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr1,117108648,117118661,K562_MPT_771,ENSG00000116815.11,CD58,protein_coding,15,7.47e-06,K562,KARR-seq
chr16,89470522,89481522,K562_TE_8653,chr1,113155839,113167040,K562_MPT_746,ENSG00000116489.8,CAPZA1,protein_coding,15,7.47e-06,K562,KARR-seq
chr1,193012586,193022714,K562_TE_1876,chr1,95533501,95543501,K562_MPT_675,ENSG00000172339.9,ALG14,protein_coding,15,7.47e-06,K562,KARR-seq
chr16,89470522,89481522,K562_TE_8653,chr15,41947610,41966093,K562_MPT_4211,ENSG00000174197.12,MGA,protein_coding,15,7.47e-06,K562,KARR-seq
chr3,47026462,47031659,K562_SE_468,chr1,155934520,155953890,K562_MPT_960,ENSG00000273002.1,RP11-336K24.12,lncRNA,15,7.47e-06,K562,KARR-seq
chr10,49662314,49726855,K562_SE_133,chr3,14161358,14171440,K562_MPT_8914,ENSG00000163528.8,CHCHD4,protein_coding,15,7.47e-06,K562,KARR-seq
chr11,85802540,85930107,K562_SE_187,chr18,807239,818275,K562_MPT_5954,ENSG00000273355.1,RP11-672L10.6,lncRNA,15,7.47e-06,K562,KARR-seq
chr18,75695246,75705676,K562_TE_10150,chr6,36510247,36520247,K562_MPT_11045,ENSG00000112079.8,STK38,protein_coding,15,7.47e-06,K562,KARR-seq
chr14,55140833,55211802,K562_SE_228,chrX,20279760,20290523,K562_MPT_13314,ENSG00000177189.8,RPS6KA3,protein_coding,15,7.47e-06,K562,KARR-seq
chr4,68577201,68593459,K562_SE_513,chr1,150935201,150959493,K562_MPT_889,ENSG00000143412.5,ANXA9,protein_coding,15,7.47e-06,K562,KARR-seq
chr11,12997187,13020705,K562_TE_3681,chr14,24012663,24042279,K562_MPT_3720,ENSG00000136367.12,ZFHX2,protein_coding,15,7.47e-06,K562,KARR-seq
chr16,75042810,75164503,K562_SE_275,chrX,54461834,54471834,K562_MPT_13446,ENSG00000158526.7,TSR2,protein_coding,15,7.47e-06,K562,KARR-seq
chr11,85732139,85775705,K562_TE_4317,chr12,53394942,53410888,K562_MPT_2987,ENSG00000063046.13,EIF4B,protein_coding,15,7.47e-06,K562,KARR-seq
chr2,74189295,74311354,K562_SE_371,chr2,74224840,74234840,K562_MPT_7399,ENSG00000187605.11,TET3,protein_coding,15,7.47e-06,K562,KARR-seq
chr7,23501278,23516409,K562_TE_19589,chr6,27095327,27120405,K562_MPT_10900,ENSG00000198339.3,HIST1H4I,protein_coding,15,7.47e-06,K562,KARR-seq
chr8,10616769,10677423,K562_TE_20811,chr7,148839560,148854678,K562_MPT_12146,ENSG00000197024.4,ZNF398,protein_coding,15,7.47e-06,K562,KARR-seq
chr9,33352365,33377408,K562_TE_21844,chr6,32127360,32170355,K562_MPT_10992,ENSG00000204310.6,AGPAT1,protein_coding,15,7.47e-06,K562,KARR-seq
chr20,54991986,55023801,K562_SE_417,chr17,41556331,41566508,K562_MPT_5552,ENSG00000067596.6,DHX8,protein_coding,15,7.47e-06,K562,KARR-seq
chr12,104962151,105038733,K562_SE_208,chr17,1382951,1401106,K562_MPT_5182,ENSG00000197879.10,MYO1C,protein_coding,15,7.47e-06,K562,KARR-seq
chr1,52071709,52138059,K562_TE_764,chr6,111190973,111201778,K562_MPT_11279,ENSG00000123505.10,AMD1,protein_coding,15,7.47e-06,K562,KARR-seq
chr11,12147047,12244318,K562_SE_164,chr2,48536776,48546849,K562_MPT_7267,ENSG00000170802.11,FOXN2,protein_coding,15,7.47e-06,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr2,220374052,220386599,K562_MPT_7903,ENSG00000072182.8,ASIC4,protein_coding,17,7.5e-06,K562,KARR-seq
chr10,75715341,75838968,K562_SE_145,chr1,27811562,27821669,K562_MPT_284,ENSG00000158195.6,WASF2,protein_coding,16,7.58e-06,K562,KARR-seq
chr1,113167276,113187862,K562_TE_1232,chr19,40766174,40796443,K562_MPT_6715,ENSG00000105221.12,AKT2,protein_coding,16,7.64e-06,K562,KARR-seq
chr12,116553715,116655574,K562_TE_5637,chr12,122176529,122186529,K562_MPT_3339,ENSG00000188735.8,TMEM120B,protein_coding,16,7.64e-06,K562,KARR-seq
chr11,75024400,75056118,K562_TE_4233,chr6,33234653,33249917,K562_MPT_10999,ENSG00000223501.4,VPS52,protein_coding,16,7.64e-06,K562,KARR-seq
chr2,138815386,138830108,K562_TE_12094,chr16,15063448,15075620,K562_MPT_4729,ENSG00000179889.14,PDXDC1,protein_coding,16,7.76e-06,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr4,77865856,77876015,K562_MPT_9855,ENSG00000138758.7,SEPT11,protein_coding,15,8.72e-06,K562,KARR-seq
chr22,42204233,42261826,K562_TE_14167,chr1,144984309,145000082,K562_MPT_812,ENSG00000268172.1,AL590452.1,protein_coding,16,9.61e-06,K562,RIC-seq
chr3,14479781,14500264,K562_TE_14386,chr19,11195038,11206275,K562_MPT_6378,ENSG00000130164.7,LDLR,protein_coding,16,1.06e-05,K562,KARR-seq
chr18,756567,807069,K562_TE_9733,chr1,245021396,245033040,K562_MPT_1406,ENSG00000153187.12,HNRNPU,protein_coding,16,1.08e-05,K562,KARR-seq
chr2,171992468,172012441,K562_TE_12304,chr11,5521834,5536215,K562_MPT_2030,ENSG00000175520.8,UBQLN3,protein_coding,16,1.1e-05,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr17,56828230,56838230,K562_MPT_5708,ENSG00000175175.4,PPM1E,protein_coding,16,1.19e-05,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr7,26235366,26250988,K562_MPT_11622,ENSG00000122565.14,CBX3,protein_coding,16,1.21e-05,K562,KARR-seq
chr21,46847396,46859449,K562_TE_13729,chr17,76113829,76133488,K562_MPT_5865,ENSG00000167895.10,TMC8,protein_coding,14,1.21e-05,K562,KARR-seq
chr17,39820395,39852828,K562_SE_304,chr17,40415605,40433725,K562_MPT_5527,ENSG00000236194.2,AC003104.1,lncRNA,14,1.21e-05,K562,KARR-seq
chr7,65214424,65236497,K562_SE_652,chr5,154130135,154141734,K562_MPT_10623,ENSG00000155506.12,LARP1,protein_coding,14,1.21e-05,K562,KARR-seq
chr22,39108113,39113221,K562_TE_14099,chr3,154032073,154047286,K562_MPT_9422,ENSG00000174953.9,DHX36,protein_coding,14,1.21e-05,K562,KARR-seq
chr12,118725281,118786082,K562_TE_5662,chr10,70656034,70666034,K562_MPT_1675,ENSG00000107625.8,DDX50,protein_coding,14,1.21e-05,K562,KARR-seq
chr3,14244645,14342792,K562_SE_455,chr7,64462031,64472031,K562_MPT_11752,ENSG00000213462.4,ERV3-1,protein_coding,14,1.21e-05,K562,KARR-seq
chr12,50056001,50068385,K562_TE_5052,chr12,33587581,33597754,K562_MPT_2879,ENSG00000110975.4,SYT10,protein_coding,14,1.21e-05,K562,KARR-seq
chr1,966288,976091,K562_TE_17,chr19,1391466,1418900,K562_MPT_6189,ENSG00000248015.2,AC005329.7,lncRNA,14,1.21e-05,K562,KARR-seq
chrX,11257371,11276677,K562_TE_22710,chr12,64998239,65009293,K562_MPT_3089,ENSG00000153179.7,RASSF3,protein_coding,14,1.21e-05,K562,KARR-seq
chr17,74551794,74583449,K562_SE_318,chr5,36143090,36160221,K562_MPT_10214,ENSG00000207756.1,MIR580,miRNA,14,1.21e-05,K562,KARR-seq
chr3,47756954,47764576,K562_TE_14666,chr1,228265361,228275851,K562_MPT_1333,ENSG00000143761.9,ARF1,protein_coding,14,1.21e-05,K562,KARR-seq
chr3,72476234,72511224,K562_TE_14861,chr19,17511457,17521954,K562_MPT_6493,ENSG00000269640.1,CTD-2521M24.9,lncRNA,14,1.21e-05,K562,KARR-seq
chr2,178192474,178203810,K562_TE_12371,chr19,42358988,42369839,K562_MPT_6748,ENSG00000105372.2,RPS19,protein_coding,14,1.21e-05,K562,KARR-seq
chr19,45600681,45641649,K562_TE_10728,chr11,94496508,94506537,K562_MPT_2538,ENSG00000166025.13,AMOTL1,protein_coding,14,1.21e-05,K562,KARR-seq
chr9,137226831,137261881,K562_TE_22596,chr6,29590815,29609120,K562_MPT_10939,ENSG00000235238.1,SUMO2P1,pseudogene,14,1.21e-05,K562,KARR-seq
chr1,12060863,12072998,K562_TE_175,chr5,68525668,68535944,K562_MPT_10299,ENSG00000134058.6,CDK7,protein_coding,14,1.21e-05,K562,KARR-seq
chr2,46530420,46570715,K562_SE_364,chr2,27574113,27585055,K562_MPT_7172,ENSG00000115207.9,GTF3C2,protein_coding,14,1.21e-05,K562,KARR-seq
chr1,28769596,28777411,K562_TE_428,chr5,884814,898757,K562_MPT_10148,ENSG00000071539.9,TRIP13,protein_coding,14,1.21e-05,K562,KARR-seq
chr5,154141922,154167532,K562_TE_17799,chr1,6626001,6645148,K562_MPT_77,ENSG00000173662.15,TAS1R1,protein_coding,14,1.22e-05,K562,KARR-seq
chr5,10689205,10739844,K562_SE_528,chr1,151877113,151887284,K562_MPT_910,ENSG00000159445.8,THEM4,protein_coding,14,1.22e-05,K562,KARR-seq
chr3,138462446,138518985,K562_TE_15213,chr11,62489821,62501114,K562_MPT_2272,ENSG00000214753.2,HNRNPUL2,protein_coding,14,1.22e-05,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr20,35483276,35497089,K562_MPT_8178,ENSG00000149639.10,SOGA1,protein_coding,16,1.34e-05,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,161082891,161092908,K562_MPT_1017,ENSG00000158793.9,NIT1,protein_coding,22,1.65e-05,K562,KARR-seq
chr20,32587038,32676878,K562_TE_13113,chr19,2264485,2275290,K562_MPT_6215,ENSG00000167476.6,JSRP1,protein_coding,14,1.73e-05,K562,KARR-seq
chr10,126801223,126839727,K562_TE_3457,chr10,33239591,33257211,K562_MPT_1561,ENSG00000229656.2,RP11-462L8.1,lncRNA,14,1.73e-05,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr2,61399553,61416847,K562_MPT_7303,ENSG00000173209.18,AHSA2,protein_coding,21,1.77e-05,K562,KARR-seq
chr8,126937450,126959759,K562_TE_21586,chr1,224616807,224629735,K562_MPT_1307,ENSG00000162923.10,WDR26,protein_coding,14,1.77e-05,K562,KARR-seq
chr12,104856215,104889173,K562_SE_207,chr19,54682517,54718286,K562_MPT_6990,ENSG00000170889.9,RPS9,protein_coding,2,1.94e-05,K562,KARR-seq
chr21,38744669,38835594,K562_SE_428,chr11,67130108,67146648,K562_MPT_2379,ENSG00000256514.1,AP003419.11,lncRNA,14,1.97e-05,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr6,28906654,28916654,K562_MPT_10934,ENSG00000204709.4,C6orf100,protein_coding,26,2.1e-05,K562,KARR-seq
chr1,230208360,230327626,K562_SE_104,chr17,46040176,46053517,K562_MPT_5627,ENSG00000108465.10,CDK5RAP3,protein_coding,14,2.14e-05,K562,KARR-seq
chr7,106584969,106759452,K562_SE_661,chr12,46754090,46771650,K562_MPT_2904,ENSG00000134294.9,SLC38A2,protein_coding,14,2.43e-05,K562,KARR-seq
chr1,27104572,27108989,K562_TE_396,chr1,27108963,27120419,K562_MPT_269,ENSG00000060642.6,PIGV,protein_coding,15,2.61e-05,K562,RIC-seq
chr6,42167427,42169432,K562_TE_18490,chr6,42157654,42167654,K562_MPT_11086,ENSG00000112599.8,GUCA1B,protein_coding,15,2.61e-05,K562,RIC-seq
chr7,145481272,145491017,K562_TE_20629,chr7,145808453,145818453,K562_MPT_12137,ENSG00000174469.13,CNTNAP2,protein_coding,15,2.61e-05,K562,RIC-seq
chr15,28833961,28837697,K562_TE_7042,chr15,23373228,23383228,K562_MPT_4111,ENSG00000140181.10,HERC2P2,pseudogene,15,2.64e-05,K562,RIC-seq
chrX,64892608,64942250,K562_TE_22977,chr11,65332744,65354370,K562_MPT_2333,ENSG00000176973.7,FAM89B,protein_coding,15,2.66e-05,K562,RIC-seq
chr1,28897644,28917048,K562_TE_432,chr1,202124119,202142179,K562_MPT_1185,ENSG00000243323.1,PTPRVP,pseudogene,15,2.67e-05,K562,KARR-seq
chr16,29591710,29668668,K562_SE_272,chr16,87892245,87908094,K562_MPT_5131,ENSG00000103257.4,SLC7A5,protein_coding,15,2.89e-05,K562,RIC-seq
chr20,31193112,31290878,K562_SE_402,chr20,31164765,31180281,K562_MPT_8124,ENSG00000197183.8,C20orf112,protein_coding,15,2.91e-05,K562,RIC-seq
chr11,65167965,65217131,K562_SE_178,chr11,75057749,75067873,K562_MPT_2460,ENSG00000137486.12,ARRB1,protein_coding,16,3.24e-05,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr16,89551726,89565201,K562_MPT_5152,ENSG00000261118.1,RP11-104N10.1,lncRNA,18,3.53e-05,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr10,102101147,102111881,K562_MPT_1834,ENSG00000099194.5,SCD,protein_coding,14,3.53e-05,K562,KARR-seq
chr16,81462833,81519190,K562_SE_278,chr20,49121891,49131920,K562_MPT_8275,ENSG00000196396.5,PTPN1,protein_coding,2,3.88e-05,K562,KARR-seq
chr21,9950593,9969001,K562_SE_420,chr9,123599084,123614011,K562_MPT_13063,ENSG00000226752.3,PSMD5-AS1,lncRNA,2,3.88e-05,K562,KARR-seq
chr19,1929118,1936133,K562_TE_10210,chr19,1936188,1947464,K562_MPT_6206,ENSG00000133275.11,CSNK1G2,protein_coding,14,4.91e-05,K562,RIC-seq
chr21,39483580,39488307,K562_TE_13642,chr17,1152294,1162294,K562_MPT_5178,ENSG00000262213.1,AC144836.1,lncRNA,14,4.91e-05,K562,RIC-seq
