gene_chr	gene_chr_start	gene_chr_end	ENSG	gene_id	gene_type	strand	promoter_chr	promoter_chr_start	promoter_chr_end	promoter_id	enhancer_chr	enhancer_chr_start	enhancer_chr_end	enhancer_id	reads_count	P-value	cell_line	methods
chr6	154708638	154831793	ENSG00000153721.13	CNKSR3	protein_coding	-	chr6	154826793	154836793	K562_MPT_11439	chr18	756567	807069	K562_TE_9733	38	1.02e-14	K562	RIC-seq
chr14	50087489	50090198	ENSG00000168282.4	MGAT2	protein_coding	+	chr14	50082403	50106948	K562_MPT_3793	chr14	50107407	50109021	K562_TE_6500	38	9.84e-15	K562	RIC-seq
chr14	50087533	50090198	ENSG00000258377.1	RP11-649E7.5	lncRNA	-	chr14	50082403	50106948	K562_MPT_3793	chr14	50107407	50109021	K562_TE_6500	38	9.84e-15	K562	RIC-seq
chr14	50096009	50096608	ENSG00000258450.1	RP11-649E7.7	lncRNA	-	chr14	50082403	50106948	K562_MPT_3793	chr14	50107407	50109021	K562_TE_6500	38	9.84e-15	K562	RIC-seq
chr14	50091892	50101948	ENSG00000165506.10	DNAAF2	protein_coding	-	chr14	50082403	50106948	K562_MPT_3793	chr14	50107407	50109021	K562_TE_6500	38	9.84e-15	K562	RIC-seq
chr14	50085237	50087403	ENSG00000165502.6	RPL36AL	protein_coding	-	chr14	50082403	50106948	K562_MPT_3793	chr14	50107407	50109021	K562_TE_6500	38	9.84e-15	K562	RIC-seq
chr4	79808281	79860592	ENSG00000163291.10	PAQR3	protein_coding	-	chr4	79855548	79865592	K562_MPT_9866	chr4	79866783	79878397	K562_TE_16200	37	5.50e-14	K562	RIC-seq
chr1	143377281	143401533	ENSG00000238261.5	RP11-435B5.5	lncRNA	+	chr1	143372281	143397450	K562_MPT_799	chr1	142804945	142848352	K562_TE_1329	37	6.37e-14	K562	RIC-seq
chr5	269973	271631	ENSG00000248925.1	CTD-2083E4.6	lncRNA	-	chr5	266631	277827	K562_MPT_10142	chr5	1631541	1653904	K562_TE_16818	37	5.55e-14	K562	RIC-seq
chr5	271736	353971	ENSG00000249915.3	PDCD6	protein_coding	+	chr5	266631	277827	K562_MPT_10142	chr5	1631541	1653904	K562_TE_16818	37	5.55e-14	K562	RIC-seq
chr7	102246813	102246897	ENSG00000238997.1	AC105052.1	miRNA	-	chr7	102241897	102262204	K562_MPT_11950	chr7	102124202	102169318	K562_TE_20205	37	5.56e-14	K562	RIC-seq
chr7	102220093	102257204	ENSG00000105808.13	RASA4	protein_coding	-	chr7	102241897	102262204	K562_MPT_11950	chr7	102124202	102169318	K562_TE_20205	37	5.56e-14	K562	RIC-seq
chr20	29611857	29634010	ENSG00000149531.10	FRG1B	protein_coding	+	chr20	29606857	29616879	K562_MPT_8106	chr9	69064284	69073348	K562_TE_21985	37	6.37e-14	K562	RIC-seq
chr5	84930230	84930291	ENSG00000265704.1	AC010595.1	miRNA	+	chr5	84925230	84935230	K562_MPT_10366	chr5	84748001	84749420	K562_TE_17292	36	3.21e-13	K562	RIC-seq
chr15	66994566	67074338	ENSG00000137834.10	SMAD6	protein_coding	+	chr15	66989566	66999674	K562_MPT_4363	chr15	66880235	66981717	K562_SE_249	35	1.86e-12	K562	RIC-seq
chr13	41701705	41706882	ENSG00000165572.6	KBTBD6	protein_coding	-	chr13	41701882	41711882	K562_MPT_3509	chr13	41736084	41736822	K562_TE_5994	34	7.12e-12	K562	RIC-seq
chr16	87863629	87903094	ENSG00000103257.4	SLC7A5	protein_coding	-	chr16	87892245	87908094	K562_MPT_5131	chr16	21510171	21577629	K562_SE_267	34	8.14e-12	K562	RIC-seq
chr16	85204882	85218969	ENSG00000262601.1	CTC-786C10.1	protein_coding	+	chr16	85199882	85209882	K562_MPT_5115	chr16	85210066	85383708	K562_SE_282	33	3.45e-11	K562	RIC-seq
chr17	60536019	60692842	ENSG00000146872.13	TLK2	protein_coding	+	chr17	60550200	60563482	K562_MPT_5734	chr7	128152174	128182652	K562_TE_20431	33	3.26e-11	K562	RIC-seq
chr4	190959071	190959554	ENSG00000250053.1	RARRES2P4	pseudogene	-	chr4	190954554	190967497	K562_MPT_10139	chr10	135451071	135464930	K562_TE_3496	32	1.08e-10	K562	RIC-seq
chr4	190962497	190964569	ENSG00000214273.4	AGGF1P1	pseudogene	+	chr4	190954554	190967497	K562_MPT_10139	chr10	135451071	135464930	K562_TE_3496	32	1.08e-10	K562	RIC-seq
chr1	144989309	144991365	ENSG00000268172.1	AL590452.1	protein_coding	+	chr1	144984309	145000082	K562_MPT_812	chr1	144689689	144709813	K562_TE_1348	32	3.15e-10	K562	RIC-seq
chr1	144836157	145076186	ENSG00000178104.15	PDE4DIP	protein_coding	-	chr1	144984309	145000082	K562_MPT_812	chr1	144689689	144709813	K562_TE_1348	32	3.15e-10	K562	RIC-seq
chr4	48137800	48271881	ENSG00000135605.8	TEC	protein_coding	-	chr4	48266881	48276881	K562_MPT_9778	chr4	48287634	48307335	K562_TE_15997	31	3.12e-10	K562	RIC-seq
chr16	90036206	90038942	ENSG00000177946.4	CENPBD1	protein_coding	-	chr16	90031199	90044056	K562_MPT_5164	chr6	15551873	15629523	K562_SE_570	31	3.15e-10	K562	RIC-seq
chr16	90036199	90038952	ENSG00000261317.1	RP11-566K11.5	lncRNA	+	chr16	90031199	90044056	K562_MPT_5164	chr6	15551873	15629523	K562_SE_570	31	3.15e-10	K562	RIC-seq
chr16	90038994	90068569	ENSG00000223959.4	AFG3L1P	pseudogene	+	chr16	90031199	90044056	K562_MPT_5164	chr6	15551873	15629523	K562_SE_570	31	3.15e-10	K562	RIC-seq
chr6	2988221	3019996	ENSG00000124588.15	NQO2	protein_coding	+	chr6	2993977	3009401	K562_MPT_10769	chr6	3021307	3063968	K562_SE_556	30	1.04e-9	K562	RIC-seq
chr6	2989960	2999368	ENSG00000224846.1	RP1-90J20.8	lncRNA	-	chr6	2993977	3009401	K562_MPT_10769	chr6	3021307	3063968	K562_SE_556	30	1.04e-9	K562	RIC-seq
chr1	168184643	168184890	ENSG00000237131.1	RP1-69E11.3	pseudogene	+	chr1	168179643	168189643	K562_MPT_1068	chr1	168187906	168190577	K562_TE_1678	30	9.32e-10	K562	RIC-seq
chr20	26113523	26114834	ENSG00000230440.1	RP13-329D4.3	lncRNA	-	chr20	26109834	26119834	K562_MPT_8103	chr17	21514140	21518182	K562_TE_8921	30	1.02e-9	K562	RIC-seq
chr9	70646589	70648956	ENSG00000269337.1	AL591479.1	protein_coding	+	chr9	70641589	70651589	K562_MPT_12871	chr9	42250158	42252253	K562_TE_21934	30	9.30e-10	K562	RIC-seq
chr15	91445448	91465814	ENSG00000196547.10	MAN2A2	protein_coding	+	chr15	91440448	91455618	K562_MPT_4550	chr15	91428543	91440077	K562_TE_7747	30	9.30e-10	K562	RIC-seq
chr11	126225535	126310239	ENSG00000110080.14	ST3GAL4	protein_coding	+	chr11	126220555	126230869	K562_MPT_2674	chr11	126211321	126219492	K562_TE_4634	29	2.74e-9	K562	RIC-seq
chr17	62850430	62915598	ENSG00000176809.6	LRRC37A3	protein_coding	-	chr17	62909903	62928862	K562_MPT_5762	chr17	43656816	43679227	K562_TE_9190	28	1.08e-8	K562	RIC-seq
chr17	62923752	62930321	ENSG00000264057.1	RP11-583F2.1	pseudogene	+	chr17	62909903	62928862	K562_MPT_5762	chr17	43656816	43679227	K562_TE_9190	28	1.08e-8	K562	RIC-seq
chr7	99933727	99965454	ENSG00000272752.1	STAG3L5P-PVRIG2P-PILRB	lncRNA	+	chr7	99923500	99944531	K562_MPT_11916	chr7	74304564	74307643	K562_TE_19990	28	1.08e-8	K562	RIC-seq
chr7	99918615	99939531	ENSG00000078319.7	PMS2P1	pseudogene	-	chr7	99923500	99944531	K562_MPT_11916	chr7	74304564	74307643	K562_TE_19990	28	1.08e-8	K562	RIC-seq
chr7	99933702	99949523	ENSG00000242294.2	STAG3L5P	pseudogene	+	chr7	99923500	99944531	K562_MPT_11916	chr7	74304564	74307643	K562_TE_19990	28	1.08e-8	K562	RIC-seq
chr1	8042941	8043043	ENSG00000200344.1	Y_RNA	misc_RNA	-	chr7	99923500	99944531	K562_MPT_11916	chr7	74304564	74307643	K562_TE_19990	28	1.08e-8	K562	RIC-seq
chr2	85198216	85286595	ENSG00000176407.13	KCMF1	protein_coding	+	chr2	85193216	85204324	K562_MPT_7425	chr2	85190669	85192629	K562_TE_11719	28	1.08e-8	K562	RIC-seq
chr15	101840818	102065405	ENSG00000140479.12	PCSK6	protein_coding	-	chr15	102024640	102035187	K562_MPT_4585	chr11	65235059	65278329	K562_SE_179	27	1.16e-3	K562	RIC-seq
chr1	1260136	1264277	ENSG00000224051.2	GLTPD1	protein_coding	+	chr1	1238269	1265621	K562_MPT_28	chr8	23127421	23134385	K562_TE_20907	27	3.55e-8	K562	RIC-seq
chr1	1227756	1244989	ENSG00000131584.14	ACAP3	protein_coding	-	chr1	1238269	1265621	K562_MPT_28	chr8	23127421	23134385	K562_TE_20907	27	3.55e-8	K562	RIC-seq
chr1	1243947	1247057	ENSG00000169972.7	PUSL1	protein_coding	+	chr1	1238269	1265621	K562_MPT_28	chr8	23127421	23134385	K562_TE_20907	27	3.55e-8	K562	RIC-seq
chr1	1246965	1260071	ENSG00000127054.14	CPSF3L	protein_coding	-	chr1	1238269	1265621	K562_MPT_28	chr8	23127421	23134385	K562_TE_20907	27	3.55e-8	K562	RIC-seq
chr1	1252961	1254069	ENSG00000240731.1	RP5-890O3.9	lncRNA	-	chr1	1238269	1265621	K562_MPT_28	chr8	23127421	23134385	K562_TE_20907	27	3.55e-8	K562	RIC-seq
chr11	67159176	67165881	ENSG00000172613.3	RAD9A	protein_coding	+	chr11	67154423	67176660	K562_MPT_2380	chr11	67079779	67089886	K562_TE_4107	26	1.17e-7	K562	RIC-seq
chr11	67171386	67177560	ENSG00000175463.7	TBC1D10C	protein_coding	+	chr11	67154423	67176660	K562_MPT_2380	chr11	67079779	67089886	K562_TE_4107	26	1.17e-7	K562	RIC-seq
chr11	67165654	67188654	ENSG00000172531.10	PPP1CA	protein_coding	-	chr11	67154423	67176660	K562_MPT_2380	chr11	67079779	67089886	K562_TE_4107	26	1.17e-7	K562	RIC-seq
chr11	67162681	67162782	ENSG00000253024.1	RNU6-1238P	snRNA	-	chr11	67154423	67176660	K562_MPT_2380	chr11	67079779	67089886	K562_TE_4107	26	1.17e-7	K562	RIC-seq
chr16	4381550	4405608	ENSG00000217930.3	PAM16	protein_coding	-	chr16	4388762	4410608	K562_MPT_4673	chr11	65235059	65278329	K562_SE_179	25	1.64e-1	K562	RIC-seq
chr1	6812779	6812881	ENSG00000239166.1	snoU13	snoRNA	+	chr2	219182896	219204426	K562_MPT_7884	chr9	132617858	132658432	K562_SE_733	25	2.99e-7	K562	RIC-seq
chr2	219135115	219211516	ENSG00000127838.9	PNKD	protein_coding	+	chr2	219182896	219204426	K562_MPT_7884	chr9	132617858	132658432	K562_SE_733	25	2.99e-7	K562	RIC-seq
chr5	162930120	162946342	ENSG00000038274.12	MAT2B	protein_coding	+	chr5	162925120	162937620	K562_MPT_10651	chr6	7195029	7219836	K562_SE_562	25	2.99e-7	K562	RIC-seq
chr6	28616063	28616843	ENSG00000235570.1	LINC00533	lncRNA	-	chr6	28611042	28621843	K562_MPT_10926	chr6	28632682	28871154	K562_SE_587	25	3.06e-7	K562	RIC-seq
chr6	28615974	28616042	ENSG00000272278.1	AL121932.1	miRNA	-	chr6	28611042	28621843	K562_MPT_10926	chr6	28632682	28871154	K562_SE_587	25	3.06e-7	K562	RIC-seq
chr9	68408924	68409041	ENSG00000207277.1	RNA5SP284	rRNA	+	chr9	68403924	68420308	K562_MPT_12863	chr16	46607350	46618051	K562_TE_8272	24	2.65e-7	K562	RIC-seq
chr9	68413482	68414196	ENSG00000232815.1	LINC00537	pseudogene	-	chr9	68403924	68420308	K562_MPT_12863	chr16	46607350	46618051	K562_TE_8272	24	2.65e-7	K562	RIC-seq
chr9	68397878	68409893	ENSG00000225411.2	RP11-764K9.1	lncRNA	-	chr9	68403924	68420308	K562_MPT_12863	chr16	46607350	46618051	K562_TE_8272	24	2.65e-7	K562	RIC-seq
chr9	68415308	68415388	ENSG00000266017.1	MIR4477B	miRNA	+	chr9	68403924	68420308	K562_MPT_12863	chr16	46607350	46618051	K562_TE_8272	24	2.65e-7	K562	RIC-seq
chr6	32158543	32163300	ENSG00000213654.5	GPSM3	protein_coding	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32152516	32153659	ENSG00000273333.1	XXbac-BPG300A18.13	lncRNA	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32146131	32151930	ENSG00000204308.6	RNF5	protein_coding	+	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32148745	32152101	ENSG00000204305.9	AGER	protein_coding	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32152512	32157963	ENSG00000204304.7	PBX2	protein_coding	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32135989	32145873	ENSG00000204310.6	AGPAT1	protein_coding	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32162620	32191844	ENSG00000204301.5	NOTCH4	protein_coding	-	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr6	32132360	32136058	ENSG00000241404.2	EGFL8	protein_coding	+	chr6	32127360	32170355	K562_MPT_10992	chr11	65235059	65278329	K562_SE_179	24	1.29e-2	K562	RIC-seq
chr3	128888327	128902765	ENSG00000169714.12	CNBP	protein_coding	-	chr3	128897742	128907765	K562_MPT_9318	chr3	128914259	128931144	K562_TE_15121	24	2.64e-7	K562	RIC-seq
chr16	88880142	88923378	ENSG00000141012.8	GALNS	protein_coding	-	chr16	88917628	88938068	K562_MPT_5144	chr16	88938381	88973032	K562_TE_8642	24	2.69e-7	K562	RIC-seq
chr16	88922628	88929094	ENSG00000167515.6	TRAPPC2L	protein_coding	+	chr16	88917628	88938068	K562_MPT_5144	chr16	88938381	88973032	K562_TE_8642	24	2.69e-7	K562	RIC-seq
chr16	88928034	88933068	ENSG00000205022.5	PABPN1L	protein_coding	-	chr16	88917628	88938068	K562_MPT_5144	chr16	88938381	88973032	K562_TE_8642	24	2.69e-7	K562	RIC-seq
chr12	50451331	50477394	ENSG00000110881.7	ASIC1	protein_coding	+	chr12	50446331	50458670	K562_MPT_2952	chr12	50432766	50445758	K562_TE_5062	24	2.64e-7	K562	RIC-seq
chr7	140152840	140179369	ENSG00000133606.6	MKRN1	protein_coding	-	chr7	140173303	140184369	K562_MPT_12112	chr6	68585750	68609380	K562_SE_605	24	2.99e-4	K562	RIC-seq
chr15	89081810	89081913	ENSG00000221391.1	AC013489.1	miRNA	-	chr15	89076913	89094906	K562_MPT_4519	chr5	95033036	95077466	K562_SE_537	23	6.83e-8	K562	RIC-seq
chr15	89054790	89089906	ENSG00000140543.9	DET1	protein_coding	-	chr15	89076913	89094906	K562_MPT_4519	chr5	95033036	95077466	K562_SE_537	23	6.83e-8	K562	RIC-seq
chr1	24069645	24088549	ENSG00000011007.8	TCEB3	protein_coding	+	chr1	24064645	24074962	K562_MPT_225	chr1	24041711	24061665	K562_TE_332	23	6.83e-8	K562	RIC-seq
chr9	100748833	100749938	ENSG00000236896.1	RP11-535C21.3	lncRNA	-	chr9	100740643	100754938	K562_MPT_12982	chr15	69264573	69290639	K562_TE_7491	23	6.83e-8	K562	RIC-seq
chr9	100745643	100778225	ENSG00000136938.8	ANP32B	protein_coding	+	chr9	100740643	100754938	K562_MPT_12982	chr15	69264573	69290639	K562_TE_7491	23	6.83e-8	K562	RIC-seq
chr4	190701490	190861426	ENSG00000245685.2	AF146191.4	lncRNA	-	chr4	190855896	190867056	K562_MPT_10137	chr9	68446876	68456536	K562_TE_21980	22	1.12e-7	K562	RIC-seq
chr4	190861943	190884359	ENSG00000109536.7	FRG1	protein_coding	+	chr4	190855896	190867056	K562_MPT_10137	chr9	68446876	68456536	K562_TE_21980	22	1.12e-7	K562	RIC-seq
chr20	26113523	26114834	ENSG00000230440.1	RP13-329D4.3	lncRNA	-	chr20	26109834	26119834	K562_MPT_8103	chr17	20769482	20780745	K562_TE_8907	22	1.08e-7	K562	RIC-seq
chr16	33938203	33939259	ENSG00000261440.1	CTD-2522B17.5	pseudogene	-	chr16	33934259	33951021	K562_MPT_4903	chr16	14579100	14603249	K562_TE_8004	22	7.74e-8	K562	RIC-seq
chr16	33945949	33946021	ENSG00000265616.1	AC136932.2	miRNA	-	chr16	33934259	33951021	K562_MPT_4903	chr16	14579100	14603249	K562_TE_8004	22	7.74e-8	K562	RIC-seq
chr16	33941656	33942010	ENSG00000260087.1	PCMTD1P2	pseudogene	+	chr16	33934259	33951021	K562_MPT_4903	chr16	14579100	14603249	K562_TE_8004	22	7.74e-8	K562	RIC-seq
chr16	33944923	33945316	ENSG00000260207.1	CTD-2522B17.6	pseudogene	+	chr16	33934259	33951021	K562_MPT_4903	chr16	14579100	14603249	K562_TE_8004	22	7.74e-8	K562	RIC-seq
chr16	33943723	33944473	ENSG00000259987.1	CTD-2522B17.4	pseudogene	-	chr16	33934259	33951021	K562_MPT_4903	chr16	14579100	14603249	K562_TE_8004	22	7.74e-8	K562	RIC-seq
chr3	52350335	52434507	ENSG00000114841.13	DNAH1	protein_coding	+	chr3	52345335	52355335	K562_MPT_9107	chr3	52331872	52342110	K562_TE_14728	22	7.72e-8	K562	RIC-seq
chrX	151121596	151143152	ENSG00000102287.12	GABRE	protein_coding	-	chrX	151138143	151148151	K562_MPT_13682	chr9	136112608	136160631	K562_SE_735	22	5.08e-4	K562	RIC-seq
chr6	31707725	31732622	ENSG00000204410.10	MSH5	protein_coding	+	chr6	31684456	31717323	K562_MPT_10979	chr11	65235059	65278329	K562_SE_179	22	2.03e-2	K562	RIC-seq
chr6	31694815	31698394	ENSG00000213722.4	DDAH2	protein_coding	-	chr6	31684456	31717323	K562_MPT_10979	chr11	65235059	65278329	K562_SE_179	22	2.03e-2	K562	RIC-seq
chr6	31698358	31707540	ENSG00000213719.4	CLIC1	protein_coding	-	chr6	31684456	31717323	K562_MPT_10979	chr11	65235059	65278329	K562_SE_179	22	2.03e-2	K562	RIC-seq
chr6	31686371	31694491	ENSG00000204420.4	C6orf25	protein_coding	+	chr6	31684456	31717323	K562_MPT_10979	chr11	65235059	65278329	K562_SE_179	22	2.03e-2	K562	RIC-seq
chr6	31686425	31689622	ENSG00000204421.2	LY6G6C	protein_coding	-	chr6	31684456	31717323	K562_MPT_10979	chr11	65235059	65278329	K562_SE_179	22	2.03e-2	K562	RIC-seq
chr7	75931861	75933612	ENSG00000106211.8	HSPB1	protein_coding	+	chr7	75926861	75937894	K562_MPT_11833	chr22	21194469	21240469	K562_SE_436	22	9.58e-8	K562	RIC-seq
chr6	29603837	29604120	ENSG00000235238.1	SUMO2P1	pseudogene	-	chr6	29590815	29609120	K562_MPT_10939	chr11	65235059	65278329	K562_SE_179	22	1.64e-1	K562	RIC-seq
chr6	29523406	29601753	ENSG00000204681.6	GABBR1	protein_coding	-	chr6	29590815	29609120	K562_MPT_10939	chr11	65235059	65278329	K562_SE_179	22	1.64e-1	K562	RIC-seq
chr6	27093676	27100541	ENSG00000124635.7	HIST1H2BJ	protein_coding	-	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr6	27106073	27114619	ENSG00000197903.6	HIST1H2BK	protein_coding	-	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr6	27115405	27115467	ENSG00000265565.1	MIR3143	miRNA	+	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr6	27107076	27108418	ENSG00000198339.3	HIST1H4I	protein_coding	+	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr6	27114861	27115317	ENSG00000184825.4	HIST1H2AH	protein_coding	+	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr6	27100832	27103070	ENSG00000196787.2	HIST1H2AG	protein_coding	+	chr6	27095327	27120405	K562_MPT_10900	chr6	27082504	27095518	K562_TE_18277	22	1.11e-7	K562	RIC-seq
chr11	117857063	117872196	ENSG00000110324.5	IL10RA	protein_coding	+	chr11	117852063	117862109	K562_MPT_2608	chr11	117817208	117851382	K562_TE_4543	21	8.89e-8	K562	RIC-seq
chr9	44867571	44870528	ENSG00000204814.5	RP11-160N1.10	protein_coding	+	chr9	44862571	44879008	K562_MPT_12845	chr9	45739172	45744807	K562_TE_21952	21	8.89e-8	K562	RIC-seq
chr9	44873417	44874226	ENSG00000231454.1	RP11-160N1.8	pseudogene	+	chr9	44862571	44879008	K562_MPT_12845	chr9	45739172	45744807	K562_TE_21952	21	8.89e-8	K562	RIC-seq
chr11	85955586	85989855	ENSG00000074266.13	EED	protein_coding	+	chr11	85950586	85961276	K562_MPT_2514	chr11	85802540	85930107	K562_SE_187	21	1.16e-7	K562	RIC-seq
chr16	70147529	70195203	ENSG00000090857.9	PDPR	protein_coding	+	chr16	70142529	70153275	K562_MPT_5037	chr16	74462762	74483483	K562_TE_8508	21	8.89e-8	K562	RIC-seq
chr21	15436646	15441408	ENSG00000249493.1	ANKRD20A18P	pseudogene	+	chr21	15431646	15448192	K562_MPT_8376	chr18	14179103	14185353	K562_TE_9843	21	8.89e-8	K562	RIC-seq
chr21	15443192	15443307	ENSG00000201812.1	RNA5SP488	rRNA	+	chr21	15431646	15448192	K562_MPT_8376	chr18	14179103	14185353	K562_TE_9843	21	8.89e-8	K562	RIC-seq
chr14	69658228	69709075	ENSG00000081177.14	EXD2	protein_coding	+	chr14	69653137	69663809	K562_MPT_3897	chr3	186654509	186678245	K562_TE_15615	21	8.89e-8	K562	RIC-seq
chr14	69649737	69680809	ENSG00000258957.1	RP11-363J20.1	lncRNA	-	chr14	69653137	69663809	K562_MPT_3897	chr3	186654509	186678245	K562_TE_15615	21	8.89e-8	K562	RIC-seq
chr7	65338254	65424550	ENSG00000196715.5	VKORC1L1	protein_coding	+	chr7	65333254	65343356	K562_MPT_11763	chr7	64494805	64506960	K562_TE_19883	20	2.45e-7	K562	RIC-seq
chr17	44839872	44910520	ENSG00000108379.5	WNT3	protein_coding	-	chr17	44891126	44901126	K562_MPT_5608	chr11	642576	642981	K562_TE_3513	20	2.45e-7	K562	RIC-seq
chr19	55851221	55859488	ENSG00000133247.9	SUV420H2	protein_coding	+	chr19	55846221	55856254	K562_MPT_7007	chr1	109111296	109142436	K562_TE_1173	20	2.45e-7	K562	RIC-seq
chr19	55851254	55856561	ENSG00000267531.1	AC020922.1	protein_coding	+	chr19	55846221	55856254	K562_MPT_7007	chr1	109111296	109142436	K562_TE_1173	20	2.45e-7	K562	RIC-seq
chr1	155948590	155952777	ENSG00000273002.1	RP11-336K24.12	lncRNA	+	chr1	155934520	155953890	K562_MPT_960	chr11	65235059	65278329	K562_SE_179	20	1.17e-1	K562	RIC-seq
chr1	155916630	155976861	ENSG00000116584.13	ARHGEF2	protein_coding	-	chr1	155934520	155953890	K562_MPT_960	chr11	65235059	65278329	K562_SE_179	20	1.17e-1	K562	RIC-seq
chr1	193091147	193223031	ENSG00000134371.9	CDC73	protein_coding	+	chr1	193086147	193096147	K562_MPT_1160	chr1	193080607	193085364	K562_TE_1878	20	2.45e-7	K562	RIC-seq
chr22	22890123	22901768	ENSG00000185686.13	PRAME	protein_coding	-	chr22	22891603	22906750	K562_MPT_8599	chr11	65235059	65278329	K562_SE_179	19	1.64e-1	K562	RIC-seq
chr22	22901750	22909007	ENSG00000220891.1	LL22NC03-63E9.3	protein_coding	+	chr22	22891603	22906750	K562_MPT_8599	chr11	65235059	65278329	K562_SE_179	19	1.64e-1	K562	RIC-seq
chr10	75458909	75490245	ENSG00000271816.1	RP11-574K11.28	lncRNA	-	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75475601	75490227	ENSG00000242338.2	BMS1P4	pseudogene	-	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75500296	75500581	ENSG00000270808.1	RP11-574K11.27	pseudogene	-	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75504120	75531919	ENSG00000176986.10	SEC24C	protein_coding	+	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75491582	75493396	ENSG00000235316.1	DUSP8P5	pseudogene	+	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75490320	75497069	ENSG00000250959.2	GLUD1P3	pseudogene	+	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr10	75434053	75490272	ENSG00000242288.6	RP11-464F9.1	lncRNA	-	chr10	75483338	75509158	K562_MPT_1718	chr10	75463323	75491111	K562_TE_3014	19	4.58e-7	K562	RIC-seq
chr12	122089024	122110537	ENSG00000139714.8	MORN3	protein_coding	-	chr12	122102560	122112560	K562_MPT_3337	chr12	122115936	122125560	K562_TE_5714	19	4.54e-7	K562	RIC-seq
chr6	27418522	27440897	ENSG00000096654.11	ZNF184	protein_coding	-	chr6	27435460	27445897	K562_MPT_10906	chr6	27446057	27619385	K562_SE_583	19	4.67e-7	K562	RIC-seq
chr1	228294380	228297013	ENSG00000162910.14	MRPL55	protein_coding	-	chr1	228286163	228302013	K562_MPT_1334	chr11	116829093	116842047	K562_TE_4529	19	4.52e-7	K562	RIC-seq
chr1	228288427	228293112	ENSG00000143793.8	C1orf35	protein_coding	-	chr1	228286163	228302013	K562_MPT_1334	chr11	116829093	116842047	K562_TE_4529	19	4.52e-7	K562	RIC-seq
chr2	153574407	153617767	ENSG00000177917.6	ARL6IP6	protein_coding	+	chr2	153568887	153579495	K562_MPT_7668	chr6	147477377	147518540	K562_SE_625	19	4.52e-7	K562	RIC-seq
chr2	153508107	153574511	ENSG00000196504.11	PRPF40A	protein_coding	-	chr2	153568887	153579495	K562_MPT_7668	chr6	147477377	147518540	K562_SE_625	19	4.52e-7	K562	RIC-seq
chr16	61553	64093	ENSG00000233614.5	DDX11L10	pseudogene	+	chr16	56553	77910	K562_MPT_4593	chr19	244452	252821	K562_TE_10172	19	4.52e-7	K562	RIC-seq
