pair_id,enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods,interaction_type
K562_EP_0132,chr19,51969326,51982230,K562_SE_349,chr19,51956706,51966710,K562_MPT_6935,ENSG00000105366.11,SIGLEC8,protein_coding,13,0.000118,K562,RIC-seq,cis_same_chromosome
K562_EP_0133,chr9,46112543,46126893,K562_TE_21953,chr9,46375257,46395277,K562_MPT_12850,ENSG00000204813.2,RP11-34H11.3,pseudogene,13,0.000118,K562,RIC-seq,cis_same_chromosome
K562_EP_0134,chr1,16860038,16892778,K562_TE_228,chr1,17176902,17190516,K562_MPT_172,ENSG00000263811.1,MIR3675,miRNA,13,0.000118,K562,KARR-seq,cis_same_chromosome
K562_EP_0135,chr6,69396203,69405959,K562_TE_18635,chr6,135366759,135381171,K562_MPT_11360,ENSG00000232876.1,CTA-212D2.2,lncRNA,13,0.000118,K562,KARR-seq,cis_same_chromosome
K562_EP_0136,chr7,16298532,16311065,K562_SE_642,chr7,150015252,150025814,K562_MPT_12160,ENSG00000127399.10,LRRC61,protein_coding,11,0.000132,K562,KARR-seq,cis_same_chromosome
K562_EP_0137,chr16,85398912,85455925,K562_SE_283,chr16,85386069,85396069,K562_MPT_5117,ENSG00000261567.1,RP11-680G10.1,protein_coding,11,0.000132,K562,KARR-seq,cis_same_chromosome
K562_EP_0138,chr11,57060493,57083741,K562_TE_3942,chr11,112092088,112103996,K562_MPT_2589,ENSG00000150787.3,PTS,protein_coding,11,0.000132,K562,KARR-seq,cis_same_chromosome
K562_EP_0139,chr7,76177805,76239287,K562_TE_20032,chr7,150060278,150085973,K562_MPT_12161,ENSG00000239377.1,RP4-584D14.6,lncRNA,13,0.000133,K562,KARR-seq,cis_same_chromosome
K562_EP_0140,chr11,124041062,124045549,K562_TE_4601,chr11,124050923,124060923,K562_MPT_2651,ENSG00000197309.2,OR10D3,protein_coding,13,0.000134,K562,RIC-seq,cis_same_chromosome
K562_EP_0141,chr1,51997530,52049537,K562_TE_763,chr1,51978981,51990000,K562_MPT_510,ENSG00000227070.1,RP11-191G24.1,lncRNA,13,0.000137,K562,RIC-seq,cis_same_chromosome
K562_EP_0142,chr19,15938687,15956027,K562_SE_336,chr19,41299901,41322295,K562_MPT_6729,ENSG00000269858.1,EGLN2,protein_coding,11,0.000145,K562,KARR-seq,cis_same_chromosome
K562_EP_0143,chr3,6548808,6584670,K562_TE_14302,chr3,148842371,148852425,K562_MPT_9404,ENSG00000163755.4,HPS3,protein_coding,12,0.000185,K562,KARR-seq,cis_same_chromosome
K562_EP_0144,chr9,71572332,71600057,K562_TE_22004,chr9,127353087,127366859,K562_MPT_13090,ENSG00000231744.1,RP11-164H5.1,pseudogene,12,0.000185,K562,KARR-seq,cis_same_chromosome
K562_EP_0145,chr5,53545021,53626040,K562_SE_532,chr5,96513926,96524303,K562_MPT_10402,ENSG00000251513.1,RP11-155G15.2,lncRNA,12,0.000185,K562,KARR-seq,cis_same_chromosome
K562_EP_0146,chr11,12257574,12312466,K562_TE_3668,chr11,62642894,62657649,K562_MPT_2277,ENSG00000168003.12,SLC3A2,protein_coding,12,0.000185,K562,KARR-seq,cis_same_chromosome
K562_EP_0147,chr9,44875058,44880467,K562_TE_21948,chr9,45722107,45743490,K562_MPT_12848,ENSG00000229523.1,RP11-7G23.4,pseudogene,14,0.00019,K562,RIC-seq,cis_same_chromosome
K562_EP_0148,chr8,130546590,130605033,K562_SE_702,chr8,17008538,17025308,K562_MPT_12260,ENSG00000104219.8,ZDHHC2,protein_coding,12,0.000206,K562,KARR-seq,cis_same_chromosome
K562_EP_0149,chr1,9619739,9621924,K562_TE_130,chr1,244993624,245003918,K562_MPT_1405,ENSG00000203667.5,COX20,protein_coding,10,0.000224,K562,KARR-seq,cis_same_chromosome
K562_EP_0150,chr1,95468801,95471493,K562_TE_1115,chr1,182803504,182813504,K562_MPT_1138,ENSG00000135829.12,DHX9,protein_coding,10,0.000224,K562,KARR-seq,cis_same_chromosome
K562_EP_0151,chr6,7086614,7181133,K562_SE_561,chr6,108273544,108284393,K562_MPT_11259,ENSG00000272476.1,RP1-191J18.66,lncRNA,10,0.000251,K562,KARR-seq,cis_same_chromosome
K562_EP_0152,chr3,72476234,72511224,K562_TE_14861,chr3,52707583,52745094,K562_MPT_9112,ENSG00000252787.1,SNORD19B,snoRNA,10,0.000256,K562,KARR-seq,cis_same_chromosome
K562_EP_0153,chr7,65904693,65927328,K562_TE_19908,chr7,100282071,100292071,K562_MPT_11926,ENSG00000146830.9,GIGYF1,protein_coding,10,0.000256,K562,KARR-seq,cis_same_chromosome
K562_EP_0154,chr15,83751482,83769226,K562_TE_7674,chr15,83771159,83781463,K562_MPT_4493,ENSG00000136404.11,TM6SF1,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0155,chr12,121596662,121641673,K562_TE_5701,chr12,121642660,121652968,K562_MPT_3329,ENSG00000135124.10,P2RX4,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0156,chr16,15346188,15356175,K562_TE_8025,chr16,15239554,15257378,K562_MPT_4733,ENSG00000264182.1,AC126763.1,miRNA,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0157,chr1,41724974,41725170,K562_TE_629,chr1,41702782,41713247,K562_MPT_440,ENSG00000235358.1,RP11-399E6.1,lncRNA,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0158,chr11,74851369,74867561,K562_TE_4229,chr11,74806636,74816636,K562_MPT_2457,ENSG00000137491.10,SLCO2B1,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0159,chr21,44534663,44551622,K562_TE_13687,chr21,44520362,44540819,K562_MPT_8477,ENSG00000232777.1,MRPL51P2,pseudogene,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0160,chr10,43139863,43176155,K562_SE_131,chr10,43128969,43139016,K562_MPT_1580,ENSG00000272373.1,ZNF33B,lncRNA,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0161,chr1,100788913,100803435,K562_TE_1139,chr1,100805033,100823505,K562_MPT_690,ENSG00000079335.13,CDC14A,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0162,chr1,167829454,167850322,K562_SE_81,chr1,167900278,167911278,K562_MPT_1064,ENSG00000143164.11,DCAF6,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0163,chr19,1296079,1334221,K562_TE_10197,chr19,1428737,1463590,K562_MPT_6190,ENSG00000115266.7,APC2,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0164,chr3,49275367,49286503,K562_TE_14691,chr3,49165453,49175551,K562_MPT_9068,ENSG00000172037.9,LAMB2,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0165,chr1,26330287,26431935,K562_SE_21,chr1,26432664,26443340,K562_MPT_252,ENSG00000175087.5,PDIK1L,protein_coding,12,0.000289,K562,RIC-seq,cis_same_chromosome
K562_EP_0166,chr6,27710750,27769347,K562_SE_584,chr6,27769853,27811440,K562_MPT_10912,ENSG00000182611.3,HIST1H2AJ,protein_coding,12,0.00029,K562,RIC-seq,cis_same_chromosome
K562_EP_0167,chr6,20409590,20477001,K562_SE_576,chr6,42708834,42719558,K562_MPT_11091,ENSG00000124659.5,TBCC,protein_coding,10,0.000393,K562,KARR-seq,cis_same_chromosome
K562_EP_0168,chr1,26989411,27048025,K562_SE_24,chr1,173827386,173843094,K562_MPT_1095,ENSG00000270084.1,GAS5-AS1,lncRNA,10,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0169,chr19,44405524,44406354,K562_TE_10715,chr19,44400663,44411153,K562_MPT_6772,ENSG00000267058.1,RP11-15A1.3,lncRNA,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0170,chr2,201254609,201274054,K562_TE_12534,chr2,95820082,95836562,K562_MPT_7465,ENSG00000144026.7,ZNF514,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0171,chr9,127320803,127333850,K562_TE_22437,chr9,37899107,37909130,K562_MPT_12825,ENSG00000122696.8,SLC25A51,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0172,chr3,151992874,152011414,K562_TE_15325,chr3,47818407,47828407,K562_MPT_9045,ENSG00000173473.6,SMARCC1,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0173,chr1,61755333,61801045,K562_TE_875,chr1,53681289,53691335,K562_MPT_528,ENSG00000259818.1,RP5-1024G6.7,lncRNA,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0174,chr16,2703822,2737802,K562_TE_7877,chr16,1344167,1368996,K562_MPT_4613,ENSG00000260710.1,RP11-616M22.7,lncRNA,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0175,chr1,33446463,33490292,K562_TE_499,chr1,162462041,162472633,K562_MPT_1039,ENSG00000152332.11,UHMK1,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0176,chrX,45629799,45631307,K562_TE_22897,chrX,118103581,118115295,K562_MPT_13586,ENSG00000175556.12,LONRF3,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0177,chr9,132617858,132658432,K562_SE_733,chr9,139733867,139751819,K562_MPT_13234,ENSG00000177943.9,MAMDC4,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0178,chr1,8448048,8470262,K562_TE_105,chr1,184001611,184011863,K562_MPT_1142,ENSG00000198756.6,COLGALT2,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0179,chr9,140181607,140211514,K562_TE_22635,chr9,140185173,140201703,K562_MPT_13248,ENSG00000198435.2,NRARP,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0180,chr11,93867527,93886332,K562_TE_4371,chr11,73877029,73887388,K562_MPT_2447,ENSG00000214517.4,PPME1,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0181,chr16,11165694,11266246,K562_TE_7960,chr16,31186431,31199606,K562_MPT_4879,ENSG00000089280.14,FUS,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0182,chr5,139544820,139621746,K562_SE_548,chr5,151128456,151157093,K562_MPT_10618,ENSG00000177556.7,ATOX1,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0183,chr2,114652692,114668245,K562_TE_11964,chr2,196516471,196527173,K562_MPT_7793,ENSG00000196950.9,SLC39A10,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0184,chr9,100691379,100765772,K562_SE_721,chr9,6408323,6426031,K562_MPT_12735,ENSG00000147854.12,UHRF2,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0185,chr8,106466498,106480686,K562_TE_21462,chr8,110337163,110351614,K562_MPT_12574,ENSG00000120533.8,ENY2,protein_coding,9,0.000397,K562,KARR-seq,cis_same_chromosome
K562_EP_0186,chr1,40493565,40543607,K562_SE_36,chr1,173827386,173843094,K562_MPT_1095,ENSG00000270084.1,GAS5-AS1,lncRNA,9,0.000563,K562,KARR-seq,cis_same_chromosome
K562_EP_0187,chr6,68585750,68609380,K562_SE_605,chr6,109411022,109421765,K562_MPT_11268,ENSG00000080546.9,SESN1,protein_coding,9,0.00108,K562,KARR-seq,cis_same_chromosome
K562_EP_0188,chr7,102124202,102169318,K562_TE_20205,chr7,102227891,102241184,K562_MPT_11949,ENSG00000270249.1,RP11-514P8.7,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0189,chr9,4748724,4769797,K562_TE_21752,chr9,4736227,4747043,K562_MPT_12724,ENSG00000147853.12,AK3,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0190,chr16,29063568,29087247,K562_TE_8202,chr16,15182865,15193268,K562_MPT_4732,ENSG00000260735.1,RP11-72I8.1,lncRNA,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0191,chr1,147545170,147551265,K562_TE_1391,chr1,145605884,145616036,K562_MPT_826,ENSG00000186141.4,POLR3C,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0192,chr7,30328483,30370643,K562_TE_19671,chr7,100071855,100089547,K562_MPT_11918,ENSG00000266372.1,AC092849.1,miRNA,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0193,chr6,34672948,34714813,K562_TE_18387,chr6,34720183,34730331,K562_MPT_11026,ENSG00000124562.5,SNRPC,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0194,chr2,131962319,131968883,K562_TE_12057,chr2,132280406,132299561,K562_MPT_7636,ENSG00000224679.1,MED15P4,pseudogene,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0195,chr14,23317388,23335276,K562_TE_6369,chr14,23332027,23357431,K562_MPT_3702,ENSG00000139890.5,REM2,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0196,chr10,65169356,65199015,K562_TE_2911,chr10,65276123,65286123,K562_MPT_1657,ENSG00000165476.8,REEP3,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0197,chr11,68049357,68070552,K562_TE_4125,chr11,68034415,68044457,K562_MPT_2396,ENSG00000171067.6,C11orf24,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0198,chr5,64783478,64785137,K562_TE_17096,chr5,64772704,64782747,K562_MPT_10281,ENSG00000049192.10,ADAMTS6,protein_coding,11,0.00115,K562,RIC-seq,cis_same_chromosome
K562_EP_0199,chr11,85802540,85930107,K562_SE_187,chr11,85774822,85785924,K562_MPT_2511,ENSG00000073921.13,PICALM,protein_coding,11,0.00142,K562,RIC-seq,cis_same_chromosome
K562_EP_0200,chr3,112383842,112418611,K562_TE_14987,chr3,139057861,139073213,K562_MPT_9371,ENSG00000175110.7,MRPS22,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0201,chr16,23953392,23990968,K562_TE_8141,chr16,1655045,1669641,K562_MPT_4619,ENSG00000187535.9,IFT140,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0202,chr1,21587301,21606995,K562_TE_288,chr1,2453035,2466684,K562_MPT_54,ENSG00000197921.5,HES5,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0203,chr2,24005620,24038481,K562_TE_11142,chr2,203125439,203135439,K562_MPT_7835,ENSG00000055044.6,NOP58,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0204,chr16,9141030,9205126,K562_SE_264,chr16,2474395,2484395,K562_MPT_4635,ENSG00000162063.8,CCNF,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0205,chr19,15938687,15956027,K562_SE_336,chr19,47725199,47741023,K562_MPT_6848,ENSG00000105327.11,BBC3,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0206,chr2,10451246,10550475,K562_SE_354,chr2,233557015,233567062,K562_MPT_7942,ENSG00000204120.10,GIGYF2,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0207,chr19,48993189,49006240,K562_TE_10807,chr19,51217707,51231780,K562_MPT_6919,ENSG00000105472.8,CLEC11A,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0208,chr1,167604829,167657298,K562_TE_1669,chr1,213219589,213229604,K562_MPT_1269,ENSG00000136643.7,RPS6KC1,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0209,chr2,201254609,201274054,K562_TE_12534,chr2,55269022,55282964,K562_MPT_7279,ENSG00000115310.13,RTN4,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0210,chr20,29518179,29537518,K562_TE_13068,chr20,25837213,25853786,K562_MPT_8100,ENSG00000175170.10,FAM182B,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0211,chr19,18373695,18386596,K562_TE_10496,chr19,11872907,11882907,K562_MPT_6395,ENSG00000197044.6,ZNF441,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0212,chr3,11328700,11333877,K562_TE_14346,chr3,171752418,171763345,K562_MPT_9473,ENSG00000075420.8,FNDC3B,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0213,chr6,26166188,26176688,K562_TE_18260,chr6,2956561,2977090,K562_MPT_10767,ENSG00000124570.13,SERPINB6,protein_coding,8,0.00148,K562,KARR-seq,cis_same_chromosome
K562_EP_0214,chr17,6814340,6882186,K562_TE_8753,chr17,72859754,72883834,K562_MPT_5804,ENSG00000172782.7,FADS6,protein_coding,8,0.00156,K562,KARR-seq,cis_same_chromosome
K562_EP_0215,chr4,123926,126110,K562_TE_15725,chr4,201399,211399,K562_MPT_9620,ENSG00000198155.5,ZNF876P,pseudogene,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0216,chr15,95456155,95460965,K562_TE_7770,chr15,95393703,95405240,K562_MPT_4560,ENSG00000270017.1,CTD-2576F9.2,lncRNA,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0217,chr19,51899215,51930735,K562_TE_10868,chr19,51886209,51902742,K562_MPT_6933,ENSG00000262874.1,CTD-2616J11.4,protein_coding,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0218,chr16,15004489,15007072,K562_TE_8015,chr16,2176852,2191130,K562_MPT_4629,ENSG00000200344.1,Y_RNA,misc_RNA,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0219,chr16,30804803,30826623,K562_TE_8235,chr16,30784770,30803523,K562_MPT_4867,ENSG00000262026.1,RP11-2C24.6,lncRNA,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0220,chr1,10437700,10448674,K562_TE_147,chr1,10453649,10464689,K562_MPT_112,ENSG00000142657.16,PGD,protein_coding,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0221,chr19,4622755,4634227,K562_TE_10264,chr19,4634530,4645029,K562_MPT_6273,ENSG00000185361.4,TNFAIP8L1,protein_coding,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0222,chr19,41319100,41350333,K562_SE_344,chr19,41625760,41645627,K562_MPT_6734,ENSG00000268529.1,CYP2T3P,pseudogene,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0223,chr11,57240770,57261969,K562_TE_3946,chr11,57223022,57233339,K562_MPT_2220,ENSG00000186907.3,RTN4RL2,protein_coding,10,0.00196,K562,RIC-seq,cis_same_chromosome
K562_EP_0224,chr22,21958340,21979130,K562_TE_13828,chr22,21979325,22001550,K562_MPT_8589,ENSG00000128228.4,SDF2L1,protein_coding,10,0.0024,K562,RIC-seq,cis_same_chromosome
K562_EP_0225,chr11,65235059,65278329,K562_SE_179,chr11,118950593,118986767,K562_MPT_2630,ENSG00000256269.2,HMBS,protein_coding,17,0.00254,K562,RIC-seq,cis_same_chromosome
K562_EP_0226,chr15,55510158,55589862,K562_SE_243,chr15,55685466,55705746,K562_MPT_4291,ENSG00000261652.2,C15orf65,protein_coding,10,0.00256,K562,RIC-seq,cis_same_chromosome
K562_EP_0227,chr10,80838127,80960447,K562_SE_148,chr10,17491329,17501329,K562_MPT_1510,ENSG00000148488.11,ST8SIA6,protein_coding,8,0.0026,K562,KARR-seq,cis_same_chromosome
K562_EP_0228,chr16,85548387,85639758,K562_SE_284,chr16,85386069,85396069,K562_MPT_5117,ENSG00000261567.1,RP11-680G10.1,protein_coding,8,0.00273,K562,KARR-seq,cis_same_chromosome
K562_EP_0229,chr12,46822934,46879214,K562_TE_4999,chr12,54373542,54431637,K562_MPT_3008,ENSG00000250133.2,HOXC-AS2,lncRNA,7,0.00372,K562,KARR-seq,cis_same_chromosome
K562_EP_0230,chr3,15082131,15098135,K562_TE_14396,chr3,128574369,128603472,K562_MPT_9314,ENSG00000250796.1,RP11-723O4.3,pseudogene,7,0.00375,K562,KARR-seq,cis_same_chromosome
K562_EP_0231,chr20,3952819,4115469,K562_SE_397,chr20,3757095,3782078,K562_MPT_8031,ENSG00000125817.7,CENPB,protein_coding,7,0.00376,K562,KARR-seq,cis_same_chromosome
K562_EP_0232,chr1,35646569,35652759,K562_TE_519,chr1,207920402,207930468,K562_MPT_1239,ENSG00000117335.14,CD46,protein_coding,7,0.00377,K562,KARR-seq,cis_same_chromosome
K562_EP_0233,chr19,28942803,29111036,K562_SE_341,chr19,47283043,47296851,K562_MPT_6840,ENSG00000105281.8,SLC1A5,protein_coding,9,0.00397,K562,KARR-seq,cis_same_chromosome
K562_EP_0234,chr10,75609056,75654682,K562_TE_3018,chr10,75629219,75639343,K562_MPT_1721,ENSG00000148660.16,CAMK2G,protein_coding,7,0.00397,K562,KARR-seq,cis_same_chromosome
K562_EP_0235,chr2,200296297,200312162,K562_TE_12519,chr2,158109110,158119110,K562_MPT_7672,ENSG00000136542.4,GALNT5,protein_coding,7,0.00397,K562,KARR-seq,cis_same_chromosome
K562_EP_0236,chr7,29682587,29730623,K562_TE_19660,chr7,150749297,150764721,K562_MPT_12168,ENSG00000164889.8,SLC4A2,protein_coding,7,0.00397,K562,KARR-seq,cis_same_chromosome
K562_EP_0237,chr1,224003589,224028500,K562_TE_2175,chr1,38450659,38462134,K562_MPT_398,ENSG00000183431.7,SF3A3,protein_coding,7,0.00397,K562,KARR-seq,cis_same_chromosome
K562_EP_0238,chr19,55978585,55979916,K562_TE_10922,chr19,55966398,55978710,K562_MPT_7012,ENSG00000063241.3,ISOC2,protein_coding,7,0.00402,K562,KARR-seq,cis_same_chromosome
K562_EP_0239,chr11,65235059,65278329,K562_SE_179,chr11,117964758,117974758,K562_MPT_2609,ENSG00000137648.12,TMPRSS4,protein_coding,8,0.00466,K562,KARR-seq,cis_same_chromosome
K562_EP_0240,chr11,65235059,65278329,K562_SE_179,chr11,10310754,10331924,K562_MPT_2061,ENSG00000148926.5,ADM,protein_coding,8,0.00468,K562,KARR-seq,cis_same_chromosome
K562_EP_0241,chr6,86384334,86390564,K562_SE_609,chr6,149862174,149872174,K562_MPT_11412,ENSG00000131013.3,PPIL4,protein_coding,7,0.00491,K562,KARR-seq,cis_same_chromosome
K562_EP_0242,chr16,89505998,89551616,K562_TE_8654,chr16,30532910,30554552,K562_MPT_4859,ENSG00000235560.3,AC002310.12,lncRNA,7,0.00513,K562,KARR-seq,cis_same_chromosome
K562_EP_0243,chr6,148017072,148034957,K562_TE_19152,chr6,43585541,43617783,K562_MPT_11110,ENSG00000172432.14,GTPBP2,protein_coding,7,0.00566,K562,KARR-seq,cis_same_chromosome
K562_EP_0244,chr16,12851714,12867485,K562_TE_7990,chr16,85640015,85651958,K562_MPT_5120,ENSG00000131149.13,GSE1,protein_coding,7,0.00598,K562,KARR-seq,cis_same_chromosome
K562_EP_0245,chr11,65235059,65278329,K562_SE_179,chr11,34447427,34465472,K562_MPT_2150,ENSG00000121691.4,CAT,protein_coding,9,0.00673,K562,KARR-seq,cis_same_chromosome
K562_EP_0246,chr16,88509252,88598161,K562_SE_287,chr16,58653690,58668790,K562_MPT_4976,ENSG00000125107.12,CNOT1,protein_coding,7,0.00682,K562,KARR-seq,cis_same_chromosome
K562_EP_0247,chr16,23853484,23934208,K562_SE_269,chr16,15656840,15666840,K562_MPT_4735,ENSG00000166780.6,C16orf45,protein_coding,7,0.00706,K562,KARR-seq,cis_same_chromosome
K562_EP_0248,chr1,150576644,150613992,K562_SE_71,chr1,76246879,76267567,K562_MPT_602,ENSG00000207241.1,SNORD45A,snoRNA,7,0.00721,K562,KARR-seq,cis_same_chromosome
K562_EP_0249,chr11,65235059,65278329,K562_SE_179,chr11,82606017,82617784,K562_MPT_2498,ENSG00000137509.6,PRCP,protein_coding,10,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0250,chr11,65235059,65278329,K562_SE_179,chr11,28124795,28136859,K562_MPT_2124,ENSG00000169519.15,METTL15,protein_coding,9,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0251,chr11,65167965,65217131,K562_SE_178,chr11,68223186,68233281,K562_MPT_2398,ENSG00000110075.10,PPP6R3,protein_coding,8,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0252,chr6,68585750,68609380,K562_SE_605,chr6,159234043,159245444,K562_MPT_11453,ENSG00000233893.1,EZR-AS1,lncRNA,7,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0253,chr1,227486268,227499736,K562_TE_2226,chr1,151113933,151124104,K562_MPT_894,ENSG00000143434.11,SEMA6C,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0254,chr1,54738490,54778001,K562_TE_818,chr1,36858493,36873460,K562_MPT_384,ENSG00000181817.5,LSM10,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0255,chr16,81462833,81519190,K562_SE_278,chr16,48392793,48404812,K562_MPT_4917,ENSG00000196470.7,SIAH1,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0256,chr16,2703822,2737802,K562_TE_7877,chr16,2716406,2737541,K562_MPT_4641,ENSG00000167977.4,KCTD5,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0257,chr15,64489461,64540799,K562_TE_7412,chr15,41619685,41630111,K562_MPT_4204,ENSG00000137804.8,NUSAP1,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0258,chr1,21346460,21357035,K562_SE_16,chr1,180467089,180477089,K562_MPT_1123,ENSG00000135847.5,ACBD6,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0259,chr19,53104164,53105802,K562_TE_10882,chr19,53068526,53078917,K562_MPT_6958,ENSG00000167562.7,ZNF701,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
K562_EP_0260,chr6,137037362,137108659,K562_SE_617,chr6,153299153,153309885,K562_MPT_11435,ENSG00000112029.5,FBXO5,protein_coding,6,0.00863,K562,KARR-seq,cis_same_chromosome
